Rating ID,Movie Code,Rating Point Type,Writer ID,Report Title,Report Time,Rating
15781632,161967,after,love****,딸과 같이 봤는데 뇌를 씻고 싶다는 충격적인 이야기에 할 말을 잃었다. 청소년 관람가는 조정이 필요할 듯 보인다. ,20190606 22:16,8
15793833,161967,after,chan****,"그냥 가난한 사람들이 범죄 저지른 영화인데,  빈부격차니 뭐니 잘 이해하기 힘들었다. 장면 하나하나 서로 결부시켜 이해하려했는데,..그냥 영화를 보는 내내  불쾌함이라던가 슬픔이라던가 신기하게도 하나도 느껴지지않았다. 그냥 이상했다 ",20190609 17:21,2
15774210,161967,after,moto****,"등급조정이 필요할듯, 말로 형용할 수 없는 불쾌함이 남는 영화 ",20190605 19:08,1
15780641,161967,after,gksk****,보고나서 기뷴이 안좋다 꼭 가난을 그렇게. 표현해야 했을까 ,20190606 19:32,2
15862980,161967,after,dark****,봉준호의 선민의식이 잔뜩 들어간 영화. 조부그리고 부모까지 대대로 금수저 감독이 가난을 우아하게 희화하며 조롱한 영화. ,20190701 03:39,6
15760753,161967,after,eunn****,노력하지 않고  남을 속이려는 사람들이 가난한 사람들로 그려져서 싫었다. 실제로는 부자들이 더 그런것 같은데 말이다. 가난해도 열심히 노력하며 행복하게 사는 사람들이 더 많다. 그런 사람들이 영화의 주인공이어야지. 그런 의미에서 돈주고 보기 아까웠다. ,20190602 17:33,2
18118681,161967,after,dare****,부모님이랑 같이 보기 힘들었다 ,20220603 23:23,0
15784318,161967,after,shad****,계급에대한 불편함이 아니라 민폐가족 보기 짜증나서 뛰쳐나가고 싶었음 절대 절대 두번은 보기 싫은 영화 ,20190607 12:57,1
15811497,161967,after,mnin****,피자박스 접을 때가 행복했다. ,20190615 14:14,0
15748728,161967,after,flcl****,이건 19세다. 아들과봤음 클날뻔 ,20190531 22:56,8
15739794,161967,after,jlor****,한치의 희망도 없는 영화가 내 현실로 녹아들다 ,20190530 19:47,0
16773825,161967,after,ka22****,티피컬하게 부자인 사람이 악인이 아니라서 좋았다. ,20200312 11:40,0
15821728,161967,after,jsj3****,냄새난다는 말은 때때로 가난하다는 말보다 더 큰 분노를 일으킨다. ,20190619 14:23,7
15738988,161967,after,wkdw****,봉감독에게 박찬욱의 냄새가 난다. ,20190530 17:45,8
15760326,161967,after,sinb****,기분나빠지는 영화... 우울해지는영화 ,20190602 16:22,2
15739297,161967,after,chlv****,이제껏 쌓아 왔던 봉준호 감독의 필모그래피가 폭발하는 영화 ,20190530 18:34,0
17179255,161967,after,jeb0****,빈부격차에 대한 현실이 참 슬프네요 ,20201003 16:03,0
15835297,161967,after,thgu****,음. 상을 탈 만한 작품인가...?. ,20190623 03:54,6
15760304,161967,after,yang****,19세 걸어야될듯... 민망한 장면이 한 둘이 아님 기대 안하고 보길 잘했다 ,20190602 16:18,1
15756708,161967,after,nh67****,별로였음 취향이아님 잔인하고 찝찝 불쾌 ,20190602 00:41,1
15756639,161967,after,fenw****,본 영화 중에 최악이다작위적으로 만든 빈자들의 삶..너무 인공적이여서 감정이입이 안되엇음 ,20190602 00:34,1
16233774,161967,after,csw0****,영화 끝부분에 인디언 모자를 쓴 송강호의 모습이 클로즈업 될 때 그 표정을 잊을 수가 없다 ,20191004 03:17,0
15768714,161967,after,oksk****,저는 별로엿습니다.. ,20190604 07:14,6
15817594,161967,after,youn****,보고나니 기분나쁜영화같네요. 멀쩡한 부자 망치는.. ,20190617 17:08,2
15739865,161967,after,kovu****,조조로 봤는데 하루종일 영화생각난다. ,20190530 19:59,0
15746945,161967,after,jasm****,기분 나쁘고 비현실적이고 쓸데없이 잔인함. ,20190531 17:27,1
17510112,161967,after,yeah****,무슨 말이 필요한가요. 명작! ,20210511 21:57,0
15738676,161967,after,dest****,첨엔 웃다가 중간부터 긴장을 늦출수없었네.. 불편한 부분도 있었지만.. 보고나서도 계속 생각나고 생각하게 한다~ 엄청 대중적인 영화는 아님. 봉준호감독의 장기가 능수능란하게 펼쳐진다~ 댓글로 스포일러하지마시길 ,20190530 17:03,0
16757633,161967,after,your****,빈곤과 도시빈민의 맨얼굴.. 가난을 수중에 돈이 없는 상태로만 안다면 이해할 수 없을 것. 가난이란 더 나은 삶을 준비할 의지와 꿈이 박탈 된 상태 ,20200304 00:01,0
15772901,161967,after,bbak****,그냥 봉준호 영화. 칸에서 수상했다고 다 훌륭한 것은 아닐 수도... ,20190605 14:27,7
15765862,161967,after,hkj8****,보면볼수록 찝찝함이 남는영화 ,20190603 14:49,1
15800148,161967,after,pm16****,과유불급 은혜를 원수로 갚는다. 가난한 사람들 이미지만 더 안좋아지는 영화가 아닌지 ...  가난한 사람들 상종하기 싫어지는 ... ,20190611 18:59,6
16791052,161967,after,blue****,심장 쫄깃해서 죽는줄... ,20200323 17:46,8
15761095,161967,after,yh99****,재미가 없다기 보다 기분나쁜 영화임. 가족끼리 연인과 함께보는거 비추천. 집에서 다운받아서 보셈.. ,20190602 18:32,2
15772951,161967,after,dj01****,15세 관람 등급에 놀람. ,20190605 14:43,2
15772918,161967,after,baem****,이내용은 흐름ㆍ맥락상  19세이상 관람입니다~ ,20190605 14:33,3
17088087,161967,after,phh9****,최고의 영화...예고편으로 아무것도 설명할수 없음. ,20200823 11:34,0
15797770,161967,after,leey****,영화의 분위기와 서사가 불쾌한 감정을 주는데 경이로운 불쾌함이 아닌 기억하고 싶지 않은 향기다.  돈을 주고 이런 감정을 사게 되어 후회스럽다. ,20190610 19:10,1
15787819,161967,after,mirr****,이렇게 기분을 더럽게 하는 영화가 있는가? ,20190608 05:29,8
15738546,161967,after,wngu****,보고있는데 재밌지만 마음 한 구석이 답답했다 ,20190530 16:45,0
15739982,161967,after,outb****,15세 보다는 수위가 좀 ㅎㅎ 보면서 긴장도 되고 재밌어요~ ,20190530 20:17,8
15736637,161967,after,kank****,지극히 우리나라 내용을 담아내면서도 보여주는 급이다른 월클감독의 작품 ,20190530 12:26,0
15768350,161967,after,wldp****,개인적으로 비추입니다.... 등급조정이 필요할것같아요.... ,20190604 01:48,1
15740040,161967,after,sexy****,볼만은 했는데 기대이상은 아니었어요 ,20190530 20:25,6
15800515,161967,after,9201****,보고나와서 감정이 불안해지고 안좋습니다. 기분 더럽네요 어두운 이야기 끝까지 답없게 만듦어린아이들이 안봤으면 좋겠어요그냥 현실의 잔인함 만 나왔어요따뜻함은 없네요.영화 감상후 인생에 희망을 못 느끼게 만듭니다. 배우들 연기력은 좋았어요. ,20190611 22:17,2
15814800,161967,after,rusn****,극과 극의 상황만 몰두한 봉준호표 또라이 영화중 하나 ,20190616 17:06,1
15775872,161967,after,hoty****,"의도하는바가 대체뭘까? 돈, 시간이 아까웠다 ",20190605 23:48,2
15772828,161967,after,dewl****,빈곤과 가난한 사람들의 삶속에 살아가기위해 범죄가 수반되어야하는것이 아니고 정당화 될수조차없다.그런 사람들은 기생충으로 표현한것에 대해 기분이 좋은 영화는 아니다.내가 과연 반지하 삶속의 가족이라면 주인공 가족들과 같은 선택을 했을까? ,20190605 14:06,7
15817663,161967,after,falc****,기대이하였고 마케팅에 속아서 봤다. 감독의 의도가 곳곳에 보였고 보는 내내 불편했다 ,20190617 17:53,3
15752145,161967,after,wlsk****,너무 잔인해요... 19세로 올려야 할것같아요.... ,20190601 13:02,0
16759968,161967,after,soph****,왠지 모를 불쾌함이 ,20200305 02:54,9
16890884,161967,after,mays****,돋보기로 현실을 들여다보는 데 점점 타들어가다 결국엔 불까지 난다 ,20200602 02:37,8
15789594,161967,after,lim3****,불쾌감만을 주는 영화다 ,20190608 17:53,1
15746193,161967,after,akyh****,가족이랑은 보지마세요 ,20190531 14:53,7
15753307,161967,after,rldr****,롯데시네마신림 2019.6.1. 12시35분. I열 9번커플중 여성분 영화 상영 내내 중계해주신 덕분에 놓친 대사도 많고 집중해서 관람하기 힘들었네요. 도대체 무슨 정신인가요.집에서 혼자 드라마 보십니까?잠깐을 안닥치시던데 진짜 돌아버릴뻔 했네요 ,20190601 16:32,0
15778249,161967,after,unti****,"블랙코미디의 한계다. 나는 양극화가 벌어지는 지점에서 충분히 고민하고 또 고민했다는 흔적이 없고, 이것 봐라? 너희도 그렇지? 내 말 뭔지 알지? 다 그렇잖아? 하고 끝나는 영화. ",20190606 12:37,2
15760377,161967,after,gloj****,이게 황금종려상이라고..? 만이천원도 아깝던데... ,20190602 16:31,1
15797459,161967,after,jjjj****,ㅋㅋㅋㅋ박서준이 사람잘못봤네 ,20190610 16:57,0
15792829,161967,after,gfas****,별로였습니다 정말 재미도 없고 뜻도 없고 ,20190609 12:31,1
16293014,161967,after,s2s2****,가난혐오를 담은 듯.. ,20191023 01:00,9
16723583,161967,after,sgh5****,없는 사람들의 처절함. 가진 사람들의 악의 없음. ,20200219 01:21,9
15756677,161967,after,cyck****,관람객. 평에 속았네요. 황금종려상은 어떻게 받은건지 의문임. 배우들 연기력도 막 대단하지도 않은것같고 거품 이빠이꼇네요 ,20190602 00:39,2
15768705,161967,after,good****,"영화보다 나가는 사람들 .. 나 역시 끝까지 왜 봤나 싶은 영화.평점 , 리뷰만 보고 선택한 영화는 시간낭비 , 에너지 낭비라는 걸 새삼 깨닫게 되는 영화.현실이 힘들 때 영화에서 행복을 찾는 나 같은사람에게는 아픈 곳 더 아프게 하는 영화. ",20190604 07:05,1
15788045,161967,after,dmse****,진짜 아닌등...ㅜㅜ ,20190608 09:19,1
15769935,161967,after,nsme****,영화 보면서 불쾌하긴 처음이었네요  이거 왜 15세 인지 모르겠네여 진짜 청불 달아도 모자를 듯 ,20190604 16:15,4
15769268,161967,after,yoga****,계층간을 대비시켜 보여주면서 뭘 어쩌라는 건지 재미없고 답답한 영화. 어디가 빵터지나.. ,20190604 12:02,1
15809811,161967,after,pppx****,기대보다 별로엿음 공감이 안가고 억지스러움 ,20190614 21:56,6
15852386,161967,after,fgfg****,난노잼 이였음 범죄자가 범죄자를 키우는 ,20190627 23:42,1
15765065,161967,after,goto****,등급조정이 매우 시급합니다. 잔인한거 못보는 사람으로서 갔다가 기분만 찝찝하게 돌아왓네요. ,20190603 10:49,2
16769070,161967,after,gksw****,반지하 냄새. 벗어난지 오래되었지만 아직도 알것같다 ,20200309 16:50,0
15746607,161967,after,woru****,소재는 좋으나 일반인 관객이 보기엔 다소 불편한 장면들이 있을수 있습니다. ,20190531 16:20,7
15761658,161967,after,jist****,찝찝함이 계속 머무는 영화 ,20190602 20:18,6
16773851,161967,after,hero****,올라가는 존재와 내려갈 수밖에 없는 존재가 있다 ,20200312 12:11,0
16796149,161967,after,pruh****,첨부터 끝까지 긴장의 끈을 놓지 않고 몰입감있게 볼수 있었네요. 조여정님 너무 이뻣고 송강호씨 연기는 이미 검증됐던바 외 모든 주 조연 배우들의 멋진 연기 좋았어요 이런 스토리를 만든 봉감독님도 대단한 스토리텔러임에 분명합니다. ,20200327 12:32,0
16872036,161967,after,minj****,혼자 감상했습니다 .가정부 아주머니가 벨 누르면서부터 무서워서 조금 혼났네요ㅋㅋ 오전에 보았는데 예상치 못한 스토리들의 전개로 몰입하여 아주 잘 봤습니다. 우리나라의 빈부격차의 민낯을 적나라하게 보여주는 것 같아서 놀랬고 사실적이어서 좋았습니다. 배우들의 현실감있는 연기들도 영화에 한몫 했습니다. 봉준호 감독님의 다음 작품이 정말 더 기대가됩니다. 자랑스러운 영화 기생충!! ,20200516 22:23,8
15774836,161967,after,prot****,"내 스타일은 아님.. 딱히 문학적인 소재를 원한 것도 아니었고, 그 마저도 내가 추구하는 문학적인 영역도 아니고.. 메세지를 주려는 건 알겠으나.. 굳이..? ",20190605 20:52,4
15772494,161967,after,minn****,뭥미다진짜ㅡㅡ 난영화평론가가아니니까 ,20190605 11:57,1
15899500,161967,after,hl1m****,불쾌하고  짜증납니다 ㅠㅠ ,20190713 19:53,2
15762387,161967,after,pkh0****,"가족들이랑 봤는데,,,상당히 불쾌했다이걸 15세등급이라,,,헐~~민망한 장면을 그렇게 자세히 묘사할 필요가 있을까??그리고,,돌로 머리를 내려 찍는  십원짜리 욕이 다나왔다!!!!과연 학생들이 보고난뒤 뭐가 생각이날까?? ",20190602 22:09,2
15738412,161967,after,seol****,불쾌하다. 냉소적인 시선을 갖게 하는 영화. 세상 쓰잘데기 없는 시선을 모두에게 선사하는 영화. ,20190530 16:28,1
15773304,161967,after,lysr****,기대하고 갔는데 나올땐 뭔가 무겁고 찝찝함이 느껴지는 영화였다... ,20190605 16:22,8
16762804,161967,after,numb****,이 영화가 어떻게 15세 관람가 판정을 받은 걸까요..그걸 떠나서는 인상적이었고 잘 봤습니다.. 저는 충격이 커서 다시 재미로 보긴 어려울 것 같아요. 왜 상을 받고 사람들이 열광하는지는 알겠어요. ,20200306 20:31,8
15802276,161967,after,cail****,이 영화가 왜 19금이 아닌지 보는 내내 불편했다. 영화관 앞좌석에 초등생 남매가 나와 같은 장면을 보고있고... ,20190612 16:19,2
15793499,161967,after,worl****,개인적인 느낌으론 초반 1시간은 그냥저냥 보는데후반 1시간은 왠지모르게 보는 내내 불편했습니다..뭔지는 모르지만 불편하고 불쾌하기도 하고..강렬한 여운은 있지만 저에게는 안맞는 영화네요.. ,20190609 15:56,6
15793566,161967,after,tjdr****,글쎄 상받을 만한 작품인지는 모르겠네요 관점은 독특하지만 배우들 연기력도 평범했고 기억에 오래 남을 명작.. 이런거는 거리가 멀고.. 너무 기대했나 보네요 ,20190609 16:11,7
15770710,161967,after,chee****,지루하지는 않은데..그렇게 재밌지도 않았어요ㅡㅡ ,20190604 21:26,6
17469780,161967,after,qkrt****,지하실의 쾌쾌한 냄새가 돋는 영화 ,20210411 18:58,0
15767678,161967,after,tree****,주제 의식은 알겠는데 ㅋㅋㅋ....네.... 이정은 배우님이 다 하심... ,20190603 23:04,1
15767935,161967,after,kjin****,"보고나면 하루종일 기분이 우울하고 생각이 많아지니 아침 말고 하루 끝에 보세요., ",20190603 23:57,9
15806027,161967,after,als9****,쫌 먼가 기분이 불쾌했어용ㅜㅜㅜ ,20190613 20:26,8
15801485,161967,after,reno****,대세에 따라 봐야할 것 같아 숙제처럼 봤다. 몰입해서 끝까지 볼 수 있었지만.. 마지막 여운이 개운하지 않고 기분도 좋지 않음. ,20190612 11:20,7
16762847,161967,after,rlsk****,공포영화보다 무서운 영화 ,20200306 20:58,0
15799760,161967,after,gift****,난진짜너무재미없엇다 ,20190611 15:14,4
16784870,161967,after,yoon****,모든것이 완벽한영화였습니다 ,20200319 15:47,0
15807436,161967,after,rpqk****,기대했는데 완전 실망. 개연성이 상당히 떨어지고 우연에 기대 극을 전개. 지루했는데 옆에 있던 아저씨는 푹 주무셨음 ,20190614 09:09,1
15767377,161967,after,happ****,"몇몇 장면때문이 아니라, 영화에 흐르는 현실감 때문에 15세가 넘어도 살짝 감당 하기 어려운 영화 ",20190603 22:02,8
15846205,161967,after,latt****,왜 내 돈 주고 스트레스를 받아야 할까.. 보고나서 씁쓸하고 비참해지는 것 ,20190626 15:22,6
16673431,161967,after,lhla****,재개봉하고나서 보게되었네요! 원래 영화끝나면 엔딩크레딧 못기다리는성격인데 끝나고나서 뭔가 여운이너무많이남아 한동안못일어났습니다...특히 마지막에 냄새때문에 코를막는모습을 본 송강호님의 표정연기는 최고네요 ,20200201 12:45,0
15766238,161967,after,swhh****,기대치 이하여서 실망하였음 ,20190603 16:41,4
16773899,161967,after,rlag****,재밌었어요.많은 생각을 하게 하는 영화. ,20200312 12:55,0
15788105,161967,after,pitz****,기대이하기대이하기대이하기대이하기대이하기대이하 ,20190608 09:53,1
15760595,161967,after,00ch****,계단을 내려가고 하염없이 내려가고 더 내려가야 그들의 집에 갈수 있다 ,20190602 17:07,0
15811732,161967,after,taro****,"간간히 웃으면서 봤지만 영화가 계속 될수록 마음이 무거워졌다. 반지하, 지하로 표현된 자본주의 사회 계급안에서 누구에게나 공평한 줄 알았던 자연인 햇볕,비조차도 공평하지 않아서.. ",20190615 16:03,0
15804386,161967,after,myki****,생각보다고는별로였습니다 ,20190613 07:31,6
16876418,161967,after,mils****,"상상 같은 현실, 현실 같은 상상 ",20200520 10:13,9
15744470,161967,after,cdd0****,다른 어떤배우보다가정부 이정은씨  연기가 최고인듯 ,20190531 08:38,0
15797556,161967,after,dlqm****,으잉?!했던. 지하에 사시는 아저씨가 너무 무서워요. ,20190610 17:39,0
16710355,161967,after,jshe****,"다들 연기력으론 비교할 수 없지만, 이 기묘하고 찝찝한 감정을 불러일으키는 것의 8할은 이정은 배우 덕분이라고 생각함. 그전까진 어찌보면 무던하면서 약간의 유머가 있는 전개였는데, 비 오는 날 밤 인터폰을 누르면서부터 시작된 그 느낌은.... 정말 대단하다 ",20200214 13:41,8
15748532,161967,after,minh****,영화가끝나고 깊은탄식이....한참을 일어날수없었어요 ,20190531 22:27,0
16860552,161967,after,nuyo****,"지금껏 본 영화 제목 중에 가장 함춤적, 획기적으로 잘 표현한 영화 제목 ""기생충""이란 이 제목 하나로 모든 게 정리되고 바쁜 일상으로 이리 치이고 저리 치여서 세뇌되듯 열심히 살기만 했는데영화 ""기생충""을 관람하고 난 뒤 잊고 있었던 이 시대 또는 이 사회의 문제점 절실하게 다시 일깨워 주웠다. ",20200506 23:57,9
15768052,161967,after,euro****,"생각하면서 살지 않으면, 사는대로 생각하게 된다. ",20190604 00:22,8
15780991,161967,after,486s****,기분나쁜 영화  인듯하네요 ,20190606 20:32,6
15771204,161967,after,dram****,봉준호 감독 영화들의 결말들이 너무 싫다. 영화 자체로서는 재밌거나 작품성이 있을진 몰라도 기택의 입장으로 살아가는 사람ㅇㅔ게는 무정한 현실에 안주하고 살라는 의미처럼 느껴진다. 슬프고 좌절감이 느껴저서 이제 그의 영화는 안보고싶어졌다. ,20190604 23:35,6
15805547,161967,after,elva****,여지껏 보다가 재미없어서 나온적은 처음 ,20190613 16:26,1
15862857,161967,after,zkfn****,다시 보고 싶지만 다시 보고 싶지 않은 영화 ,20190701 02:13,0
18239888,161967,after,yeon****,명작! 재미있게 봤습니더 ,20220717 01:59,0
16584660,161967,after,yeje****,그저 그랬다. ,20200105 19:13,6
15782648,161967,after,sej7****,"궁금해서 보긴했지만, 일부러 시간 내서 가서 볼 정도는 아니네요. 40분 지나니 지겨워서 언제 끝나나 했음. ",20190607 00:50,2
15761562,161967,after,than****,내가 돌들고 뛰어다닌것같이 피곤하다. ,20190602 20:02,9
16779031,161967,after,gksd****,구성.표현.스토리.연출.영상.OST...모두 완..벽 ,20200315 15:40,0
15911301,161967,after,ryo1****,봉준호 버프빼고..펑점4점! ,20190717 22:39,8
15802977,161967,after,yun8****,저하고는 잘안맞았던 영화같아요ㅠ 좀 잔인했어요ㅠ ,20190612 20:08,4
15784007,161967,after,alxl****,황금종려상 받을 정도는 아니고 그냥 한번 볼만한 한국영화 ,20190607 11:27,6
15742291,161967,after,mifa****,해외수상작이라 평범하지않은 줄거리일꺼라곤 예상했지만 미성년자딸이랑 보기엔곤란함 ,20190531 00:12,8
15747609,161967,after,ntw9****,19금 영화입니다 ^^ ,20190531 19:46,7
15784992,161967,after,kavk****,기분나쁜영화라는 말이 이해가 간다. 재미있는데도 극장을 뛰쳐나가고 싶은 기분이었다. ,20190607 16:03,9
15814042,161967,after,upri****,물과 기름처럼 섞일 수 없는 신분의 차이.. ,20190616 12:13,8
15749474,161967,after,asur****,"면접을 보고 와서 결과를 기다리는 20대 중반, “나좀 붙혀줘요 뭐든 다할게요” 라는 마음을 가지고 기분 전환할 겸 영화를 보았다. 영화가 너무 잔인했다. 나는 이렇게 살아야 하는 것인가? ",20190601 00:25,9
15789486,161967,after,skfn****,먼가아쉬운 영화 호불호잇을듯 ,20190608 17:22,4
15785471,161967,after,myjy****,가정부역 맡은 이정은배우님의 연기가 기억에 남네요.다시한번 그 장면들 보고싶어요.관람등급은 청소년불가로 해야할거 같네요. ,20190607 17:50,8
15830264,161967,after,puyo****,칸 수상작은 지루하다는 고정관념을 깨버린 작품 ,20190621 23:32,0
15761647,161967,after,leec****,조금 기대보다 약간 실망 스럽습니다 ,20190602 20:17,8
16728261,161967,after,tpal****,재밌는것 같은데 슬프기도 하고 무섭기도 하고 남의 이야기같은데 내 이야기더라는. ,20200220 12:14,9
17944965,161967,after,seoy****,이정은 배우와 조여정 배우의 재발견 ,20220205 02:53,8
15849325,161967,after,gust****,최근 본 너무 충격정인 영화 중간까지는 그냥 봤는데 초인종 이후부터는 보는 내내 쫄린다 + 영화는 19금이라 생각하시는편이 좋을듯 ,20190627 02:34,0
15756595,161967,after,poi1****,15세 영화라고 하기엔 전체적으로 수위가 너무 높지 않나 싶었다 ,20190602 00:30,8
15787338,161967,after,capb****,내 위치를 곱씹게 해보는 영화...너무 현실적이라 더 소름돋는다 ,20190608 01:40,0
15822220,161967,after,gaga****,자꾸자꾸 생각나는 영화 가난을 냄새로 구분지어버리는 감독의 감각 ,20190619 17:35,0
15785127,161967,after,a205****,다들 훌륭했지만 개인적으로 조여정 연기가 좋았음.웃으면서도 씁씁한 계속 생각나게 만드는 영화 ,20190607 16:31,0
15749458,161967,after,tdck****,다들 재미있냐고 물어보던데이건 재미라는 단어와는 어울리지 않는 영화입니다. ,20190601 00:23,0
15744137,161967,after,whgu****,영화를 보는내내 나도 냄새가 나는지 궁금 했다. ,20190531 06:32,0
16762307,161967,after,sadf****,봉감독은 대체 어떠한 생각을 하고 사는걸까 생각하게한 신기한 작품 ,20200306 14:20,0
15738049,161967,after,rkdx****,"봉 감독님의 연출력과 스토리, 배우들의 연기가 잘 어우러진 영화! 칸영화제 수상은 진짜 새역사다! 우선 보고들 이야기 나눠야할듯!! ",20190530 15:35,0
15808429,161967,after,terj****,까마득한 계단은 현실이야 ㅜㅜ ,20190614 17:54,0
15799892,161967,after,sylp****,19세 관람가로 변경해야할듯.. ,20190611 16:18,6
15793464,161967,after,kiy3****,보는 내내 초조함과 불쾌감이 들었어요. ,20190609 15:46,8
15745044,161967,after,heia****,"아, 진짜..미치겠다..웃기고 쫄리고 슬프고 괴롭다 ",20190531 11:01,0
15813692,161967,after,jhs7****,영화는 기대를 하는 순간 망가진다 ,20190616 08:18,6
