Rating ID,Movie Code,Rating Point Type,Writer ID,Report Title,Report Time,Rating
18940406,228053,after,augu****, ,20230522 00:23,6
18926304,228053,after,arin****,시기가 많이 아쉬운 작품 꼭 지금이어야 했는지? ,20230513 10:17,5
18940437,228053,after,rodo****, ,20230522 00:41,6
18924650,228053,after,yskc****,글쎼요. 후대에 어떻게 평가될 지 모르겠지만 이게 지금 시기에 나오는 것은 매우 아쉽다고 생각됩니다. ,20230512 10:58,6
18990932,228053,after,gill****,"아무리 주변이 시끄럽고 흔들어도 그 날 그 날 묵묵히 계획한 일을 수행하시는 모습에 새삼 감탄하게 되었다. 자연을 즐기고 동물을 사랑하며 그 시간을 소중히 하시는 분에게, 인간의 일로 시끄럽고 힘들게 해드리는 게 여전히 죄송하다. 항상 평안하시길, 점점 더 평안하시길 바람 ",20230606 10:25,8
18960560,228053,after,yun4****,잘봤어요 토리 너무 귀여워요 ,20230528 13:33,7
18954054,228053,after,23__****,잘봤습니다.동물은 귀여워 ,20230526 10:18,7
18968628,228053,after,gold****,"마지막 그 물음에, 결론적으론 긍정하게 되길 바라며. 그 어떤 개인이 아닌, 우리 모두를 위해. ",20230530 22:58,9
18940817,228053,after,kumo****, ,20230522 11:41,6
18969175,228053,after,saki****,감사합니다 좋은 영화 잘 봤습니다 ♥ ,20230531 03:33,0
18924699,228053,after,blue****,영화개봉 시기가 너무 빠른 듯..  다큐라 잔잔하고 지루할 수 있음. 같은 돈이면 가오갤 보세요~~ ,20230512 11:23,6
18924339,228053,after,pilg****,담담한 초반부와 아쉬운 후반부였습니다. ,20230512 02:28,6
18974336,228053,after,fast****,"너무 빨리 기획된게 아닌가 하는 생각도 있었지만, 퇴임후의 모습을 소소한 삶의 모습을 볼수 있어 좋았던 시간이었습니다. ",20230601 10:48,9
18963270,228053,after,wgd0****,엄마가 보고싶다 하셔서 예매해드렸어요 ,20230529 03:39,0
18956417,228053,after,luna****,동물들 귀엽고 잔잔하게 보기 좋았어요 ,20230527 01:57,8
18956224,228053,after,kavi****,문토리 귀여워 너 다해! ,20230527 00:41,8
18980611,228053,after,0103****,담백하게 담아내어 좋았어요 ,20230603 11:15,0
18922291,228053,after,gnld****, ,20230511 00:09,0
18920678,228053,after,mika****,문재인 입니다 문재인 입니다 ,20230510 09:07,0
18921187,228053,after,lipi****,대통령님 건강하고 행복하세요 ,20230510 14:47,0
18921325,228053,after,kbm9****,다큐인데도 재밌어요. 평산에서 시위하는 인간들 진짜 돈 얼마나 받고 저러는지 궁금함ㅋㅋ ,20230510 15:47,0
18921182,228053,after,gksk****,무역수지 18위에서 1년만에 198위로 바닥치는 나라가 되었네요.... 문재인대통령님 그립습니다ㅠ ,20230510 14:43,0
18975936,228053,after,naka****,감사합니다 좋은 영화 잘 봤습니다 ♥ ,20230601 19:42,0
18978357,228053,after,leem****,인간 문재인 응원합니다 ,20230602 15:45,0
18923481,228053,after,95hy****,잘 보았습니다... . ,20230511 17:15,6
18924325,228053,after,zxvt****,인간 문재인의 귀농 데뷔작 ,20230512 02:05,5
18921884,228053,after,oran****,잘 봤습니다. 문재인입니다. ,20230510 21:06,0
18921395,228053,after,naae****,잘 봤습니당~~~!!! ,20230510 16:32,0
18921424,228053,after,kyos****,잘 봤습니다 재밌어요. ,20230510 16:47,0
18921328,228053,after,doto****,너무 그리워요 깨어있는 시민들의 힘을 존중하고 믿어주던 문재인 대통령님 존경합니다 ,20230510 15:49,0
18922172,228053,after,giyy****,언제나 위대한 국민이 있어 가능했던 여정이라 말하지만 실은 당신과 함께였기에 현실이 되었던 위대한 5년이었다고 ,20230510 23:08,0
18921625,228053,after,oili****,영화 본 사람만 별점 줘야 하는거 아닌가요?별점테러 못하게 해야지.영화 보고 위안을 얻었습니다. 감사합니다. ,20230510 18:50,0
18921217,228053,after,jjun****,"식덕이든, 집사든, 견주이시든, 정덕이든 아니든 모두 함께 볼 수 있습니다! 그만큼 다양한 시점으로 재밌게 볼 수 있고요. 사실 정덕이자 문재인 전 대통령을 좋아하는 입장에서는 단짠단짠의 연속이다가 나중에는 쓴쓴쓴…의 구간이 좀 나오지만 그래도 여전히 많은 생각을 하게 해준, 앞으로 대한민국 국민으로서의 나는 이 소중한 민주주의를 지키기 위해 어떤 일들을 할 수 있을까 고민하게 해준 좋은 영화였습니다! 문재인 전 대통령님 정말 고생 많으셨고, 양산에서 오래오래 행복하시길 바랍니다! ",20230510 14:59,0
18921062,228053,after,boil****,알고 있었던 내용도 몰랐던 내용도 모두 좋았습니다. 지금의 현실이 막막하기만 합니다. ‘그때가 좋았지 ’ 이 말이 절로 나오게 되는 한 편의 영화입니다. ,20230510 13:42,0
18923489,228053,after,stan****,재미있었습니다... ,20230511 17:19,8
18924499,228053,after,ys42****,한국의 정치 혐어를 풀어줄 시작이 될 수 있을까? 내 편이 아니면 배척하고 물어뜯는 한국의 정치 지형이 달라지길 소망한다. ,20230512 08:54,0
18921490,228053,after,90sz****,잘 봤습니다~그동안 수고하셨습니다 ,20230510 17:30,0
18923987,228053,after,dmsa****,"좋아하시는 꽃, 반려동물들과 건강하게 오래오래 사시기를 (쿠키영상 있습니다 ) ",20230511 22:48,9
18921374,228053,after,owoo****,죄송하고 감사하고 사랑합니다 ,20230510 16:20,0
18921569,228053,after,seoy****,잘 봤습니다 인상깊었습니다 ,20230510 18:18,8
18924010,228053,after,adad****,고생많으셨습니다. 그리고 대통령 문재인 무척 그립습니다 ,20230511 23:00,0
18922075,228053,after,jean****,힐링되고 재밌다가도 지금 작태를 생각해보면 답답하고 한숨 나오고 눈물 나고 그러네요.  영상미도 좋고 배우고 생각하게 하는 포인트도 있었고 생각보다도 더 재밌고 유익하게 잘 봤습니다. 추천이요!!! ,20230510 22:26,0
18952293,228053,after,pjk7****,재밌게 잘 봤습니다 감동적이기도 ,20230525 20:37,8
18924340,228053,after,wsds****,문통 퇴임후 일상이 볼만했습니다. ,20230512 02:28,0
18924321,228053,after,cann****,문재인입니다문재인입니다 ,20230512 02:00,0
18924068,228053,after,soul****,영화재밌었습니다 강아지 귀여워요 ,20230511 23:25,0
18922188,228053,after,skru****,보내 내내 울고 웃고 .. ,20230510 23:16,0
18923850,228053,after,tpsx****,감내하고 또 감내해야 하는 그 삶에 하염없이 눈물이 났다. 내 아픔이나 고통에 대해 겸허해지는 마음이 드는 힐링영화 ,20230511 21:45,0
18921984,228053,after,aho3****,영화를 보는 내내 울고 웃었지만 재밌게 잘 봤습니다. ,20230510 21:56,0
18922164,228053,after,fox_****,지난 노고에 더욱 감사하게 되었습니다. ,20230510 23:05,0
18923964,228053,after,rwe1****,토리가 너무 귀엽습니다 ,20230511 22:37,0
18923972,228053,after,heee****,"안보면되는거지 악의적으로 참,,  문재인을 그리워하는 분들께 정말 좋은영화였어요!감동적이었지만 마음이 아팠던 두시간이었습니다! ",20230511 22:41,0
18963352,228053,after,dlwo****,"잔잔하고 소소하게 자연과 함께 생활하는 모습들이 나와 지루하지 않았어요. 다만 이야기 전개 도중 양산 사저 앞에서 수구 극단 한국변종우익 일베 뉴라이트 토왜 집단 교도들의 극렬극악한 난동이 참 저급, 불손하고 방자해 가소로웠어요. 이들에게 막대한 손해가 주어졌으면 합니다.. 문 전 대통령 가족분들이 스트레스를 받지 않고 평온한 삶을 보내시길 바랍니다~ ",20230529 05:17,0
18925747,228053,after,wu20****,"""사람"" 문재인의 다큐멘터리, 좋다. 정치인 문재인의 다큐로는 아쉽다. ",20230512 23:38,8
18983566,228053,after,sunf****,보고 엄청난 힐링을 하고왔습니다!! ,20230604 01:09,0
18925411,228053,after,2teu****,토리가 아주 많이 귀여움 ,20230512 20:40,0
18925280,228053,after,ekdk****,최고 넘 좋았어요 행복하시길 바랍니다 ,20230512 18:54,0
18925327,228053,after,su00****,잘 봤습니다. 늘 행복하세요 ,20230512 19:32,0
18922120,228053,after,haem****,그때가  너무 그립습니다 세계적인 최고의  대통령 ,20230510 22:47,0
18921911,228053,after,ddk0****,역대 최고의 대통령 문재인 ,20230510 21:20,0
18925252,228053,after,dpwl****,악재속에서 최선을 다하고 임기를 마친 대통령이 좋은 선례로써 안정적이고 편안하게 지냈으면 좋겠다는 생각이 들었음. ,20230512 18:31,0
18926126,228053,after,cuti****,크레딧 끝나고 쿠키영상 있어요 ,20230513 07:06,0
18922400,228053,after,b2_y****,그저 존경스럽다는 말 밖에 나오지 않습니다 대통령님 늘 응원하고 지지하겠습니다 남은 여생은 여사님과 함께 행복한 일만 가득하시길 바랍니다 사랑합니다 ,20230511 00:56,0
18935763,228053,after,shhy****, ,20230518 22:42,0
18925034,228053,after,robo****,문재인 전 대통령의 진심을 잘 담아낸 다큐멘터리 ,20230512 16:15,0
18925047,228053,after,firs****,좋아요이상한사람들 인터뷰 빼면 볼만해요 ,20230512 16:21,0
18923201,228053,after,damj****,퇴임이후 소소한 일상을 살아가시는 문재인대통령님 모습에 힐링하고 왔습니다 ,20230511 14:26,0
18925204,228053,after,hanr****,현재와 비교하니 한숨과 눈물만 난다... 답답하고 답답하다고 생각했던 것이 사무치게 미안하다. 이런 참담한 나라가 될 줄이야뼈 아픈 책임- 인과관계 ,20230512 18:05,0
18923111,228053,after,free****,문재인이란 사람이 어떻게 정치판에 발을 담그고 어떠한 마음가짐으로 일했는지 그리고 다시 대통령이 아닌 사람 문재인으로 돌아갔을때의 모습에 대해 호들갑 떠는거없이 있는 그대로 보여주는 영화였다고 생각합니다. 대통령 문재인에 대해 요란떨고 오바 떠는거없이 이런 사람이다 라고 보여주는게 좋았습니다. ,20230511 13:25,0
18925011,228053,after,00da****,"주인공이 최고.  오로지 문재인 전대통령님 때문에 영화를 봤어요.문프는 역시 존경 할 만한 인품, 인물임을 다시금 새기게 됨.나머지 마음에 안드는 것들은 그러거나 말거나..흥!. 감독 의도가 보이지만, 그러거나 말거나.흥! ",20230512 15:56,0
18924911,228053,after,oliv****,자연인 문재인을 볼 수 있어서 좋았습니다. ,20230512 14:43,0
18925590,228053,after,kdbi****,"잡초에 핀 꽃도 소중히 여기는 사람이 우리 대통령이었구나, 건강하시고 행복하시길 ",20230512 22:25,0
18964766,228053,after,andr****,저렇듯 조용히 자연에 파묻혀 살고자하는 분을 세상이 불러내서 고생만 시켰습니다 남은 삶은 늘 건강하고 행복하시길 빌겠습니다 ,20230529 17:25,0
18936244,228053,after,milk****,힐링 - 빡침 -힐링 - 빡침의 연속 ,20230519 10:56,0
18925418,228053,after,kyu-****,영화 재밌게 잘 봤습니다 ,20230512 20:44,8
18922378,228053,after,mjy9****,"이런 대통령을 우리가 가졌었지,, ",20230511 00:44,0
18926106,228053,after,whu9****,문재인 대통령님의 식물로 힐링 받았습니다 ,20230513 06:18,0
18964931,228053,after,twin****,문재인 대통령님 행복하세요 ,20230529 18:13,0
18928166,228053,after,prim****, ,20230514 01:55,0
18925560,228053,after,jeje****,정치를 하시면서 얼마나 힘드셨고 얼마나 복잡하고 힘들어하면서 우리 대한민국을 이끌어나갔는지 이 작품은 보여주기에 먹먹함과 감사함이 느껴졌던것 같다 ,20230512 22:14,9
18922725,228053,after,hote****,그렇게 시간이 지나간다. ,20230511 07:15,8
18924855,228053,after,nari****,성공한 대통령 문재인!! ,20230512 13:35,0
18922780,228053,after,jung****,지난 5년간 행복했습니다고생많으셨습니다 건강하세요 문프 껌딱지 문토리 너무 귀여워! ,20230511 08:08,9
18922997,228053,after,tyri****,인간 문재인과 대통령 문재인의 모습을 보며 기쁘고 슬프고 죄송하고 안쓰럽고.. 많은 감정이 교차했습니다. 당신이 대통령인 동안 대한민국 국민인 것이 자랑스러웠고 당신은 성공한 대통령입니다.영화적으로는 특별한 한 사람의 소소한 일상을 보여주면서 오히려 더 보는 사람의 마음을 요동치게 했던 점이 좋았습니다. 오래 상영되고 사랑받는 영화가 되기를! ,20230511 11:54,0
18924852,228053,after,catn****,"ㅠㅠ계속 울었음.그리워서, 그리고 너무 감사해서. ",20230512 13:32,0
18926201,228053,after,cys9****,감사합니다 너무너무 수고하셨습니다 ,20230513 08:52,0
18926499,228053,after,anti****,지도자는 등을 보여주는 자 ,20230513 12:46,0
18927283,228053,after,pigp****,문재인이라는 사람을 잘 보여준다. ,20230513 19:54,6
18936230,228053,after,ayhd****,퇴임 후의 평화로운 일상을 확인하게 된 영화여서 안도감을 느끼며 돌아오는 발걸음이 가벼워서 좋았습니다. 마루의 모습에 눈물 많이 흘렸네요~ 두 분 더욱 평안하고 행복하시길~~ ,20230519 10:37,0
18922487,228053,after,goat****,꼭 봐야 해요 꼭 보세요 꼭이요 ,20230511 01:31,0
18922395,228053,after,jung****,"이 영화에 비추를 누르는 사람은 아마 스스로가 과거에  인간 문재인에게 가졌던 감정이나 비난이 잘못됨을 이제서는 느끼니까. 그때의 내가 잘못했단걸 인정하고 싶지 않으니까. 비추를 누르는게 아닐까. 인간 문재인이 당신들에게 해를 끼친게 뭐가 있을까. 당신들이 인간 문재인을 괴롭힌게 더 클텐데. 이 글에도 비추가 달리겠지. 그래, 그렇게 살면 행복하더냐. 제발 인간 문재인은 그만 괴롭혀라. 차라리 이 댓글에 비추를 눌러라. 그에게 주어진 한 줌의 자유와 고요를 건드리지마라. ",20230511 00:53,0
18939262,228053,after,dalk****,토리 귀엽고 잡초 심었는데 차마 말 못한거 웃겼다 ,20230521 11:35,6
18955982,228053,after,hima****,누구처럼 남탓 자화자찬이 아닌 인간 문재인을 보여주는 영화 ,20230526 23:12,0
18933879,228053,after,choi****, ,20230517 19:52,0
18925368,228053,after,okyu****,최고의 대통령 성공한 대통령 문재인 ,20230512 20:06,0
18922661,228053,after,mibj****,구우웃구우웃구우우웃 ,20230511 03:57,0
18935765,228053,after,shin****,이런 영화라도 상영하는게 다양성면에서 나쁘지 않음 ,20230518 22:43,6
18926387,228053,after,bisa****,언제나 평안하시길... ,20230513 11:33,0
18927804,228053,after,hyun****,문재인입니다 잘봤습니다. ,20230513 23:19,4
18922885,228053,after,hun9****,대통령님의 소탈한 모습 좋습니다 ,20230511 10:08,0
18922788,228053,after,puy6****,너무나 그립습니다  5년동안 얼마나  힘드셨을지 알았지만 퇴임후 편안한 삶 조차도 허락되지않는 대통령님을 보며 안타까웠습니다 부디 힘내시길... ,20230511 08:15,0
18926623,228053,after,hell****,그저 건강만 하셨으면. ,20230513 13:59,0
18927056,228053,after,hamo****,마음이 아프면서도 한편으로는 힐링이 되는 영화여서 너무 좋았습니다. 고맙습니다. ,20230513 18:05,0
18936240,228053,after,gira****,대통령님과 여사님의 평안을 바라게 된 영화 ,20230519 10:48,0
18922799,228053,after,12-i****,존경할수밖에 없는 분ㆍ동ㆍ식물을 사랑하시고국민을 진심으로 존중 하시는 분~^^ ,20230511 08:30,0
18936242,228053,after,dmsw****,생각보다 괜찮게 봤습니다 ,20230519 10:53,0
18927147,228053,after,ll11****,항상 건강하시고 행복하세요 ,20230513 18:54,0
18926696,228053,after,jinb****,"나를 되돌아보고 겸허하게 만드는 사람 문재인, 그리고 대통령. 감사하고 감사합니다. ",20230513 14:45,0
18923000,228053,after,rldu****,그립고 그립고 그립다. ,20230511 12:00,0
18926385,228053,after,mkij****,"문재인은 대통령이라는 자리를 책임으로 받아들였고, 윤석열은 권력으로 받아들였음. ",20230513 11:31,0
18937169,228053,after,rose****,이번달은 영화보고 울 일이 많구나 ,20230520 00:28,0
18925217,228053,after,dydw****,윤석열 가카 이정도까진 아니더라도 제발 노력좀 해. ,20230512 18:13,6
18946982,228053,after,jnkk****,재미있게 잘 봤습니다. ,20230524 19:16,9
18926946,228053,after,sa0r****,"법과 원칙을 지키는것. 공정이 뭔지, 외교가 뭔지를 알게 해주는 고마운 영화. 자연과 동물을 사랑하는 자연인의 따뜻함도 있다. ",20230513 16:59,0
18938649,228053,after,nash****,"은퇴후 정원 가꾸는 할아버지 이야기 (+집주변의 심각한 테러)전작 노무현입니다보단 유머러스함이나 극적인 서사는 줄어들었고, 소소한 힐링물의 스탠스를 취한다. ",20230520 23:36,7
18927002,228053,after,maso****,역시 노무현입니다와 더불어 좋은 영화네요^^* ,20230513 17:34,0
18926153,228053,after,eose****,일단 별점 1점준 할짓없는애들은 영화안봤을거임 ㅋㅋㅋ믿지마셈~ ,20230513 07:30,0
18936268,228053,after,nola****,잘 봤습니다 자연이랑 동물들 보는 재미가있네요^^ ,20230519 11:13,0
18927387,228053,after,yuki****,자연인 문재인으로서 보내는 평화로운 일상의 모습을 볼 수 있습니다. 자연과 동물이 많이 나와 힐링이 됩니다. ,20230513 20:37,0
18937767,228053,after,lawc****,실존인물의 다큐라서 흥미로웠습니다 ,20230520 13:59,8
18946971,228053,after,pear****,흙을 만지고 동물을 어르며 자연 속에서 들여다보는 사람 문재인 ,20230524 19:16,7
18928074,228053,after,qhfl****,좋아요 문프를 스크린으로 볼 수 있어 그리운 마음을 덜었습니다. ,20230514 01:06,0
18937008,228053,after,alsw****,[노무현입니다]는 인물의 극적인 삶을 조명하는 상업성이 훨씬 강했다면 [문재인입니다]는 상업성과 힐링의 그어딘가를 잡은 영화ㅎ. 감독 실력 어디안가서 연출도 좋다. 개인적으로는 휴일에 가볍게 봤다. 요새 살기 퍽퍽한대 딱 보고 즐기기 좋은 작품. ,20230519 22:50,0
18937444,228053,after,escr****,그냥 더도 말고 덜도 말고 이 정도만 알아도... ,20230520 08:02,0
18933785,228053,after,ez77****,뭐 꼭 써야하나 어차피 열폭하는 애들이 와서 비추 다 박고갈텐데 ,20230517 18:49,0
18927543,228053,after,grjs****,퇴임 후의 근황이 궁금하다면 한번쯤은 잔잔한 분위기로 볼만하네요. ,20230513 21:38,6
18933863,228053,after,will****,이런 다큐멘터리도 많이 상영해주길 ,20230517 19:45,0
18943439,228053,after,oaoa****,대통령님 항상 건강하세요 ,20230524 12:29,0
18934339,228053,after,mula****,이제는 편히 쉬시고 남은 인생을 즐기시길 바랍니다 ,20230517 23:50,6
18928735,228053,after,da2g****,"국민에 진심인 대통령 문재인, 밭에 진심인 자연인 문재인.소음 제거 후 편-안마루 안녕찡찡이 더 많이 보여주세요 ",20230514 13:17,7
18927342,228053,after,minj****,또 보러 갑니다 늘 행복하시길.. ,20230513 20:18,0
18929229,228053,after,pgjm****,토리 너무너무너무 귀엽다 ,20230514 18:37,0
18930666,228053,after,ybae****,편안해보이는 그의 이야기 ,20230515 15:42,0
18930118,228053,after,funb****,눈물이 앞을 가린다. 건강하세요. ,20230515 03:20,9
18928137,228053,after,inan****,항상 그런 것 같다. 정작 곁에 있을 땐 소중함을 잘 모르게 된다. 당신의 난자리가 너무나 크게 느껴지는 요즘입니다. ,20230514 01:38,0
18936464,228053,after,kiny****,너무 컸던 선한 의지 ㅠㅠ 토리도 찡찡이도 건강하자 ,20230519 14:45,0
18930754,228053,after,seoj****,문재인입니다 영화 잘 봤습니다. ,20230515 17:26,0
18930746,228053,after,2_kn****,인간 문재인 대통령 문재인에 대해 담백하게 잘 담았습니다.보는 내내 눈물도 나고 화도 나고 웃음도 나는 좋은 시간이였어요.쿠키영상까지 따뜻해서 웃으면서 보고 나왔는데 영화가 끝난 현실을 다시 마주할 생각을 하니 한숨만 나오네요.. ,20230515 17:12,0
18941779,228053,after,smto****,퇴임한 대통령의 묵묵한 전원일기. ,20230523 10:55,7
18930898,228053,after,kao7****,잔잔한 웃음 감동 눈물 감사 ,20230515 19:22,0
18936644,228053,after,kyk3****,"잘 만든 다큐멘터리. 정치색이 빠지고 나니 비로소 보이는 인간 문재인의 삶을 돌이켜 생각해볼 수 있었다. ""선하게 살아가는 것이 강한 것이다""라는 말이 비로서 깨닫게 되는. 그립습니다. 이 시국을 어떻게 헤쳐나가야 할까요. 우리 곰이, 송강이 다시 돌려내. ",20230519 17:46,0
18930888,228053,after,bpen****,This is the President ,20230515 19:13,0
18928438,228053,after,dlql****,대통령 문재인이 아닌 사람 문재인의 이야기 ,20230514 09:20,0
18929112,228053,after,mnwn****,극장에서 힐링 하기는 10년만에 처음 인생이 허무 하지만 식물과 동물도 의미 있게 살려고 노력 하는데. 꽃의 이름을 불러 주니 온 세상의 꽃이 다르게 보이더라 ,20230514 17:22,0
18940925,228053,after,wsjh****,너무너뭊재밋어요오옹 ,20230522 13:34,0
18937408,228053,after,jayp****,많은 사람들이 보면 좋겠어요 ,20230520 07:33,9
18931787,228053,after,nanp****,"비스타비전, 쿠키영상 유, 영화 잘 봤습니다! ",20230516 10:33,0
18941693,228053,after,kcwi****,잔잔하게 문대통령의 일상과 인품을 잘 그려냈습니다. ,20230523 07:04,0
18928627,228053,after,pkys****,잘 섞인 비빔밥 한그릇 깔끔하게 먹은듯한 영화입니다.어느한쪽에 치우치지않고 담담하게 잘 그렸네요 ,20230514 12:02,0
18930977,228053,after,ekdy****,사람 문재인을 보여주는 따뜻하고 힐링되는 다큐 전대통령이기에 정치 관련얘기가 당연히 나오지만 비중은 적은 편 소소하게 마당을 가꾸고 동물들과 산책하시던 모습이 보기좋았어요 여사님과 반려동물들과 오래오래 행복하시길 ,20230515 20:11,0
18931102,228053,after,sun1****,문재인입니다 재미있게 잘 봤습니다 ,20230515 21:29,0
18927738,228053,after,sany****,제 인생 최고의 두 분 대통령은 노무현 대통령님과 문재인 대통령님이십니다. 어깨의 짐이 얼마나 무거우셨을지... 보는동안 가슴이 먹먹해서 눈물이 났습니다. 항상 건강하시길.... ,20230513 22:53,0
18931123,228053,after,uvul****,재밌게 봤어요! 여운이 가시질 않는… 대통령님 여사님 늘 평안하셨으면 좋겠네요. ,20230515 21:40,0
18931564,228053,after,alsk****,매우매우 잘 봤습니다. 7_7 ,20230516 01:58,7
18941311,228053,after,bloo****,지난후에야 새삼 알게되는 그 소중함이란 ,20230522 21:25,6
18929572,228053,after,pure****,정치적으로 중도파들은 특히 재미있게 볼수 있음 동물들이 많이 나와 지루하지 않음 ,20230514 21:24,8
18931739,228053,after,lhhe****,대통령의 역할 퇴임 이후의 삶 ,20230516 09:05,8
